wbcode,year,dem,lgdp_pc
TUR,1986,1,8.1053009
TUR,1987,1,8.1766396
TUR,1988,1,8.1807022
TUR,1989,1,8.1648741
TUR,1990,1,8.2347527
TUR,1991,1,8.223218
TUR,1992,1,8.2536564
TUR,1993,1,8.3088589
TUR,1994,1,8.2428894
TUR,1995,1,8.301055
TUR,1996,1,8.3555527
TUR,1997,1,8.4123249
TUR,1998,1,8.4192944
TUR,1999,1,8.3696117
TUR,2000,1,8.4200773
TUR,2001,1,8.347538
TUR,2002,1,8.3939123
TUR,2003,1,8.4319534
TUR,2004,1,8.5079947
TUR,2005,1,8.5748405
TUR,2006,1,8.6272469
TUR,2007,1,8.6582108
TUR,2008,1,8.6505518
TUR,2009,1,8.588418
TUR,2010,1,8.6641922
TZA,1970,0,
TZA,1971,0,
TZA,1972,0,
TZA,1973,0,
TZA,1974,0,
TZA,1975,0,
TZA,1976,0,
TZA,1977,0,
TZA,1978,0,
TZA,1979,0,
TZA,1980,0,
TZA,1981,0,
TZA,1982,0,
TZA,1983,0,
TZA,1984,0,
TZA,1985,0,
TZA,1986,0,
TZA,1987,0,
TZA,1988,0,5.6611981
TZA,1989,0,5.6689825
TZA,1990,0,5.7096653
TZA,1991,0,5.6969876
TZA,1992,0,5.6706495
TZA,1993,0,5.6514163
TZA,1994,0,5.636621
TZA,1995,0,5.6421623
TZA,1996,0,5.6605802
TZA,1997,0,5.6698442
TZA,1998,0,5.6815953
TZA,1999,0,5.7050242
TZA,2000,0,5.7302327
TZA,2001,0,5.7602243
TZA,2002,0,5.8022795
TZA,2003,0,5.8423519
TZA,2004,0,5.892827
TZA,2005,0,5.9400215
TZA,2006,0,5.9786911
TZA,2007,0,6.0222745
TZA,2008,0,6.0694523
TZA,2009,0,6.1040845
TZA,2010,0,6.1490874
UAE,1970,1,
UAE,1971,0,
UAE,1972,0,
UAE,1973,0,
UAE,1974,0,
UAE,1975,0,
UAE,1976,0,
UAE,1977,0,
UAE,1978,0,
UAE,1979,0,
UAE,1980,0,
UAE,1981,0,
UAE,1982,0,
UAE,1983,0,
UAE,1984,0,
UAE,1985,0,
UAE,1986,0,
UAE,1987,0,
UAE,1988,0,
UAE,1989,0,
UAE,1990,0,
UAE,1991,0,
UAE,1992,0,
UAE,1993,0,
UAE,1994,0,
UAE,1995,0,
UAE,1996,0,
UAE,1997,0,
UAE,1998,0,
UAE,1999,0,
UAE,2000,0,
UAE,2001,0,
UAE,2002,0,
UAE,2003,0,
UAE,2004,0,
UAE,2005,0,
UAE,2006,0,
UAE,2007,0,
UAE,2008,0,
UAE,2009,0,
UAE,2010,0,
UGA,1970,0,
UGA,1971,0,
UGA,1972,0,
UGA,1973,0,
UGA,1974,0,
UGA,1975,0,
UGA,1976,0,
UGA,1977,0,
UGA,1978,0,
UGA,1979,0,
UGA,1980,1,
UGA,1981,1,
UGA,1982,1,5.184927
UGA,1983,1,5.2154412
UGA,1984,1,5.1870327
UGA,1985,0,5.1287465
UGA,1986,0,5.0980372
UGA,1987,0,5.1031651
UGA,1988,0,5.149827
UGA,1989,0,5.1798086
UGA,1990,0,5.2119727
UGA,1991,0,5.2307677
UGA,1992,0,5.2304888
UGA,1993,0,5.2778382
UGA,1994,0,5.3084292
UGA,1995,0,5.387074
UGA,1996,0,5.4419746
UGA,1997,0,5.460887
UGA,1998,0,5.4790258
UGA,1999,0,5.5278025
UGA,2000,0,5.5310874
UGA,2001,0,5.5499978
UGA,2002,0,5.6032844
UGA,2003,0,5.6366372
UGA,2004,0,5.6740546
UGA,2005,0,5.7078509
UGA,2006,0,5.7798142
UGA,2007,0,5.8311038
UGA,2008,0,5.886023
UGA,2009,0,5.9282398
UGA,2010,0,5.9518151
UKR,1970,0,
UKR,1971,0,
UKR,1972,0,
UKR,1973,0,
UKR,1974,0,
UKR,1975,0,
UKR,1976,0,
UKR,1977,0,
UKR,1978,0,
UKR,1979,0,
UKR,1980,0,
UKR,1981,0,
UKR,1982,0,
UKR,1983,0,
UKR,1984,0,
UKR,1985,0,
UKR,1986,0,
UKR,1987,0,7.2688761
UKR,1988,0,7.2916493
UKR,1989,0,7.3270869
UKR,1990,0,7.2589769
UKR,1991,0,7.173285
UKR,1992,0,7.0734305
UKR,1993,0,6.9221473
UKR,1994,1,6.6638155
UKR,1995,1,6.5358887
UKR,1996,1,6.4392333
UKR,1997,1,6.4175563
UKR,1998,1,6.4072328
UKR,1999,1,6.4141693
UKR,2000,1,6.480514
UKR,2001,1,6.5767279
UKR,2002,1,6.6356916
UKR,2003,1,6.7338724
UKR,2004,1,6.856504
UKR,2005,1,6.8916278
UKR,2006,1,6.9674673
UKR,2007,1,7.0489125
UKR,2008,1,7.0770912
UKR,2009,1,6.9223938
UKR,2010,1,6.9690285
URY,1970,1,8.5006971
URY,1971,1,8.4921045
URY,1972,0,8.4727859
URY,1973,0,8.4695368
URY,1974,0,8.4921207
URY,1975,0,8.5453854
URY,1976,0,8.5781069
URY,1977,0,8.5867167
URY,1978,0,8.6332569
URY,1979,0,8.6876297
URY,1980,0,8.7386751
URY,1981,0,8.7491779
URY,1982,0,8.6415529
URY,1983,0,8.5282059
URY,1984,0,8.5117989
URY,1985,1,8.5214596
URY,1986,1,8.5994635
URY,1987,1,8.6699696
URY,1988,1,8.6783171
URY,1989,1,8.682992
URY,1990,1,8.6797104
URY,1991,1,8.7083445
URY,1992,1,8.7785807
URY,1993,1,8.7987661
URY,1994,1,8.8630495
URY,1995,1,8.8425035
URY,1996,1,8.8946581
URY,1997,1,8.9718599
URY,1998,1,9.0116243
URY,1999,1,8.9872131
URY,2000,1,8.9622517
URY,2001,1,8.9208107
URY,2002,1,8.8387575
URY,2003,1,8.8459196
URY,2004,1,8.8931112
URY,2005,1,8.9625874
URY,2006,1,8.9995499
URY,2007,1,9.0604887
URY,2008,1,9.1278696
URY,2009,1,9.1548834
URY,2010,1,9.2339363
USA,1970,1,9.8729095
USA,1971,1,9.8949251
USA,1972,1,9.9368343
USA,1973,1,9.9825649
USA,1974,1,9.9657936
USA,1975,1,9.9524002
USA,1976,1,9.9938679
USA,1977,1,10.028029
USA,1978,1,10.071716
USA,1979,1,10.091776
USA,1980,1,10.078085
USA,1981,1,10.092482
USA,1982,1,10.061894
USA,1983,1,10.095589
USA,1984,1,10.1547
USA,1985,1,10.184737
USA,1986,1,10.20753
USA,1987,1,10.227922
USA,1988,1,10.257432
USA,1989,1,10.281901
USA,1990,1,10.289842
USA,1991,1,10.273026
USA,1992,1,10.292504
USA,1993,1,10.307016
USA,1994,1,10.333718
USA,1995,1,10.34545
USA,1996,1,10.369999
USA,1997,1,10.401614
USA,1998,1,10.433234
USA,1999,1,10.468628
USA,2000,1,10.497506
USA,2001,1,10.498102
USA,2002,1,10.506035
USA,2003,1,10.520682
USA,2004,1,10.545938
USA,2005,1,10.566196
USA,2006,1,10.58282
USA,2007,1,10.59238
USA,2008,1,10.582593
USA,2009,1,10.537477
USA,2010,1,10.55763
UZB,1970,0,
UZB,1971,0,
UZB,1972,0,
UZB,1973,0,
UZB,1974,0,
UZB,1975,0,
UZB,1976,0,
UZB,1977,0,
UZB,1978,0,
UZB,1979,0,
UZB,1980,0,
UZB,1981,0,
UZB,1982,0,
UZB,1983,0,
UZB,1984,0,
UZB,1985,0,
UZB,1986,0,
UZB,1987,0,6.46387
UZB,1988,0,6.5258589
UZB,1989,0,6.5309758
UZB,1990,0,6.521431
UZB,1991,0,6.4932275
UZB,1992,0,6.3517022
UZB,1993,0,6.3061972
UZB,1994,0,6.2310438
UZB,1995,0,6.2007136
UZB,1996,0,6.2013345
UZB,1997,0,6.2360511
UZB,1998,0,6.2624269
UZB,1999,0,6.2854185
UZB,2000,0,6.3110909
UZB,2001,0,6.339159
UZB,2002,0,6.3654685
UZB,2003,0,6.3938794
UZB,2004,0,6.4554839
UZB,2005,0,6.5107031
UZB,2006,0,6.5660167
UZB,2007,0,6.6418705
UZB,2008,0,6.7133684
UZB,2009,0,6.7767801
UZB,2010,0,6.8558517
VCT,1970,1,8.143425
VCT,1971,1,8.1671515
VCT,1972,1,8.3914757
VCT,1973,1,8.268383
VCT,1974,1,8.1706495
VCT,1975,1,8.0861492
VCT,1976,1,8.1795435
VCT,1977,1,8.2022114
VCT,1978,1,8.3093891
VCT,1979,1,8.3370981
VCT,1980,1,8.351922
VCT,1981,1,8.4063892
VCT,1982,1,8.4482384
VCT,1983,1,8.4862881
VCT,1984,1,8.5385656
VCT,1985,1,8.5929737
VCT,1986,1,8.6579237
VCT,1987,1,8.7027664
VCT,1988,1,8.8395386
VCT,1989,1,8.8645945
VCT,1990,1,8.9142323
VCT,1991,1,8.919096
VCT,1992,1,8.9903536
VCT,1993,1,8.9906464
VCT,1994,1,8.9588652
VCT,1995,1,8.967556
VCT,1996,1,8.9845181
VCT,1997,1,9.1128178
VCT,1998,1,9.1669512
VCT,1999,1,9.2137499
VCT,2000,1,9.2352896
VCT,2001,1,9.2640009
VCT,2002,1,9.3084669
VCT,2003,1,9.3455725
VCT,2004,1,9.4161158
VCT,2005,1,9.4440718
VCT,2006,1,9.5442247
VCT,2007,1,9.5885324
VCT,2008,1,9.6142473
VCT,2009,1,9.6118879
VCT,2010,1,9.6114626
VEN,1970,1,8.8310423
VEN,1971,1,8.8056641
VEN,1972,1,8.7782621
VEN,1973,1,8.8069525
VEN,1974,1,8.7879343
VEN,1975,1,8.7777681
VEN,1976,1,8.8142281
VEN,1977,1,8.8378973
VEN,1978,1,8.8252716
VEN,1979,1,8.7989597
VEN,1980,1,8.7220078
VEN,1981,1,8.681901
VEN,1982,1,8.6296606
VEN,1983,1,8.5615349
VEN,1984,1,8.5477009
VEN,1985,1,8.5230389
VEN,1986,1,8.559329
VEN,1987,1,8.5691004
VEN,1988,1,8.6013279
VEN,1989,1,8.4880924
VEN,1990,1,8.5275583
VEN,1991,1,8.5981035
VEN,1992,1,8.6342497
VEN,1993,1,8.6146822
VEN,1994,1,8.5689993
VEN,1995,1,8.5863638
VEN,1996,1,8.5637445
VEN,1997,1,8.6052971
VEN,1998,1,8.5885067
VEN,1999,1,8.507596
VEN,2000,1,8.5252514
VEN,2001,1,8.5406437
VEN,2002,1,8.4302149
VEN,2003,1,8.3321152
VEN,2004,1,8.4829597
VEN,2005,1,8.564373
VEN,2006,1,8.6431627
VEN,2007,1,8.7119274
VEN,2008,1,8.7483177
VEN,2009,0,8.7009106
VEN,2010,0,8.671072
VNM,1970,0,
VNM,1971,0,
VNM,1972,0,
VNM,1973,0,
VNM,1974,0,
VNM,1975,0,
VNM,1976,0,
VNM,1977,0,
VNM,1978,0,
VNM,1979,0,
VNM,1980,0,
VNM,1981,0,
VNM,1982,0,
VNM,1983,0,
VNM,1984,0,5.3260732
VNM,1985,0,5.3400745
VNM,1986,0,5.3438978
VNM,1987,0,5.3559666
VNM,1988,0,5.3834248
VNM,1989,0,5.4323678
VNM,1990,0,5.4604812
VNM,1991,0,5.4979329
VNM,1992,0,5.5608201
VNM,1993,0,5.6188092
VNM,1994,0,5.6842427
VNM,1995,0,5.756465
VNM,1996,0,5.8315048
VNM,1997,0,5.8958206
VNM,1998,0,5.9380078
VNM,1999,0,5.9709711
VNM,2000,0,6.0231562
VNM,2001,0,6.0791655
VNM,2002,0,6.1370187
VNM,2003,0,6.197423
VNM,2004,0,6.2621007
VNM,2005,0,6.3329182
VNM,2006,0,6.401535
VNM,2007,0,6.4723544
VNM,2008,0,6.5232959
VNM,2009,0,6.5650663
VNM,2010,0,6.6207142
VUT,1970,1,
VUT,1971,1,
VUT,1972,1,
VUT,1973,1,
VUT,1974,1,
VUT,1975,1,
VUT,1976,1,
VUT,1977,1,
VUT,1978,1,
VUT,1979,1,7.5088143
VUT,1980,1,7.3598046
VUT,1981,1,7.374218
VUT,1982,1,7.4498425
VUT,1983,1,7.5540352
VUT,1984,1,7.6208329
VUT,1985,1,7.6064801
VUT,1986,1,7.5771632
VUT,1987,1,7.5205655
VUT,1988,1,7.4767928
VUT,1989,1,7.4661713
VUT,1990,1,7.5516739
VUT,1991,1,7.5561228
VUT,1992,1,7.5558872
VUT,1993,1,7.5381989
VUT,1994,1,7.6004233
VUT,1995,1,7.5867224
VUT,1996,1,7.5844283
VUT,1997,1,7.607811
VUT,1998,1,7.625833
VUT,1999,1,7.6052876
VUT,2000,1,7.638936
VUT,2001,1,7.5752788
VUT,2002,1,7.5023942
VUT,2003,1,7.5115948
VUT,2004,1,7.5287189
VUT,2005,1,7.5539703
VUT,2006,1,7.5978899
VUT,2007,1,7.6346965
VUT,2008,1,7.6690865
VUT,2009,1,7.678071
VUT,2010,1,7.6821318
WSM,1970,0,
WSM,1971,0,
WSM,1972,0,
WSM,1973,0,
WSM,1974,0,
WSM,1975,0,
WSM,1976,0,
WSM,1977,0,
WSM,1978,0,
WSM,1979,0,
WSM,1980,0,
WSM,1981,0,
WSM,1982,0,7.2297263
WSM,1983,0,7.235302
WSM,1984,0,7.2485218
WSM,1985,0,7.2856627
WSM,1986,0,7.3359523
WSM,1987,0,7.3357029
WSM,1988,0,7.3151827
WSM,1989,0,7.3459463
WSM,1990,0,7.2962704
WSM,1991,0,7.2643685
WSM,1992,0,7.2549939
WSM,1993,0,7.2881289
WSM,1994,0,7.2543869
WSM,1995,0,7.3081179
WSM,1996,0,7.3641229
WSM,1997,0,7.3564091
WSM,1998,0,7.3639293
WSM,1999,0,7.371346
WSM,2000,0,7.4261036
WSM,2001,0,7.4887562
WSM,2002,0,7.5278921
WSM,2003,0,7.5718403
WSM,2004,0,7.6167665
WSM,2005,0,7.6557078
WSM,2006,0,7.6725593
WSM,2007,0,7.7327976
WSM,2008,0,7.6926188
WSM,2009,0,7.6727061
WSM,2010,0,7.6820288
YEM,1970,0,
YEM,1971,0,
YEM,1972,0,
YEM,1973,0,
YEM,1974,0,
YEM,1975,0,
YEM,1976,0,
YEM,1977,0,
YEM,1978,0,
YEM,1979,0,
YEM,1980,0,
YEM,1981,0,
YEM,1982,0,
YEM,1983,0,
YEM,1984,0,
YEM,1985,0,
YEM,1986,0,
YEM,1987,0,
YEM,1988,0,
YEM,1989,0,
YEM,1990,0,6.0678935
YEM,1991,0,6.0905294
YEM,1992,0,6.132822
YEM,1993,0,6.1368442
YEM,1994,0,6.1676207
YEM,1995,0,6.1891475
YEM,1996,0,6.2037544
YEM,1997,0,6.2244744
YEM,1998,0,6.2529583
YEM,1999,0,6.2606082
YEM,2000,0,6.2916369
YEM,2001,0,6.29882
YEM,2002,0,6.3077145
YEM,2003,0,6.3153539
YEM,2004,0,6.3258572
YEM,2005,0,6.3525696
YEM,2006,0,6.3500676
YEM,2007,0,6.3502011
YEM,2008,0,6.3540816
YEM,2009,0,6.3605428
YEM,2010,0,6.406436
ZAF,1970,0,8.0522118
ZAF,1971,0,8.0614014
ZAF,1972,0,8.0461407
ZAF,1973,0,8.0601454
ZAF,1974,0,8.0896759
ZAF,1975,0,8.0775623
ZAF,1976,0,8.071701
ZAF,1977,0,8.043417
ZAF,1978,0,8.0465012
ZAF,1979,0,8.0577803
ZAF,1980,0,8.0966177
ZAF,1981,0,8.1202154
ZAF,1982,0,8.0885477
ZAF,1983,0,8.0428362
ZAF,1984,0,8.0662117
ZAF,1985,0,8.0283403
ZAF,1986,0,7.99298
ZAF,1987,0,7.9794512
ZAF,1988,0,7.9874134
ZAF,1989,0,7.9789648
ZAF,1990,0,7.9446673
ZAF,1991,0,7.9141583
ZAF,1992,0,7.8726859
ZAF,1993,0,7.8654633
ZAF,1994,1,7.8781815
ZAF,1995,1,7.8901105
ZAF,1996,1,7.9196181
ZAF,1997,1,7.9332428
ZAF,1998,1,7.9260588
ZAF,1999,1,7.9371719
ZAF,2000,1,7.9658308
ZAF,2001,1,7.9835696
ZAF,2002,1,8.0085564
ZAF,2003,1,8.0286245
ZAF,2004,1,8.0654478
ZAF,2005,1,8.1099796
ZAF,2006,1,8.1558428
ZAF,2007,1,8.2020397
ZAF,2008,1,8.2295351
ZAF,2009,1,8.2056456
ZAF,2010,1,8.224472
ZAR,1970,0,5.8386836
ZAR,1971,0,5.8597732
ZAR,1972,0,5.8252192
ZAR,1973,0,5.8684831
ZAR,1974,0,5.8653908
ZAR,1975,0,5.7813711
ZAR,1976,0,5.6948628
ZAR,1977,0,5.6713791
ZAR,1978,0,5.5861559
ZAR,1979,0,5.560802
ZAR,1980,0,5.5534234
ZAR,1981,0,5.5448189
ZAR,1982,0,5.5090947
ZAR,1983,0,5.4927564
ZAR,1984,0,5.5172262
ZAR,1985,0,5.4934006
ZAR,1986,0,5.5050216
ZAR,1987,0,5.4982991
ZAR,1988,0,5.4710097
ZAR,1989,0,5.4271998
ZAR,1990,0,5.3289752
ZAR,1991,0,5.2002702
ZAR,1992,0,5.0500946
ZAR,1993,0,4.8678799
ZAR,1994,0,4.7925143
ZAR,1995,0,4.7659664
ZAR,1996,0,4.7326365
ZAR,1997,0,4.6531682
ZAR,1998,0,4.616106
ZAR,1999,0,4.5522027
ZAR,2000,0,4.4605141
ZAR,2001,0,4.4086199
ZAR,2002,0,4.4127192
ZAR,2003,0,4.4400177
ZAR,2004,0,4.4767346
ZAR,2005,0,4.5134759
ZAR,2006,0,4.5322356
ZAR,2007,0,4.5639486
ZAR,2008,0,4.5966969
ZAR,2009,0,4.598206
ZAR,2010,0,4.6426811
ZMB,1970,0,6.3860822
ZMB,1971,0,6.3460021
ZMB,1972,0,6.3964157
ZMB,1973,0,6.350596
ZMB,1974,0,6.3782821
ZMB,1975,0,6.3222203
ZMB,1976,0,6.3508806
ZMB,1977,0,6.2737403
ZMB,1978,0,6.2499495
ZMB,1979,0,6.1908665
ZMB,1980,0,6.1931911
ZMB,1981,0,6.2204285
ZMB,1982,0,6.1603189
ZMB,1983,0,6.1097693
ZMB,1984,0,6.076458
ZMB,1985,0,6.0631967
ZMB,1986,0,6.0405588
ZMB,1987,0,6.0377574
ZMB,1988,0,6.0701537
ZMB,1989,0,6.0321093
ZMB,1990,0,6.0003242
ZMB,1991,1,5.9740009
ZMB,1992,1,5.9313374
ZMB,1993,1,5.9725137
ZMB,1994,1,5.8581619
ZMB,1995,1,5.8057399
ZMB,1996,1,5.8446207
ZMB,1997,1,5.8494163
ZMB,1998,1,5.8038611
ZMB,1999,1,5.8002677
ZMB,2000,1,5.8112178
ZMB,2001,1,5.8269224
ZMB,2002,1,5.828959
ZMB,2003,1,5.8497334
ZMB,2004,1,5.8743448
ZMB,2005,1,5.899507
ZMB,2006,1,5.9245405
ZMB,2007,1,5.9505963
ZMB,2008,1,5.9728808
ZMB,2009,1,6.0027719
ZMB,2010,1,6.0569768
ZWE,1970,0,6.2638569
ZWE,1971,0,6.3128223
ZWE,1972,0,6.3576632
ZWE,1973,0,6.3494005
ZWE,1974,0,6.3806767
ZWE,1975,0,6.3293347
ZWE,1976,0,6.3030934
ZWE,1977,0,6.2020526
ZWE,1978,1,6.1455264
ZWE,1979,1,6.1497459
ZWE,1980,1,6.2570739
ZWE,1981,1,6.3297443
ZWE,1982,1,6.3124208
ZWE,1983,1,6.286664
ZWE,1984,1,6.2276087
ZWE,1985,1,6.256495
ZWE,1986,1,6.245214
ZWE,1987,0,6.225615
ZWE,1988,0,6.2682824
ZWE,1989,0,6.2896175
ZWE,1990,0,6.3285141
ZWE,1991,0,6.3647952
ZWE,1992,0,6.2530565
ZWE,1993,0,6.2464418
ZWE,1994,0,6.3177333
ZWE,1995,0,6.3022604
ZWE,1996,0,6.3844409
ZWE,1997,0,6.3946753
ZWE,1998,0,6.4075379
ZWE,1999,0,6.384954
ZWE,2000,0,6.3411469
ZWE,2001,0,6.3516741
ZWE,2002,0,6.2560563
ZWE,2003,0,6.0691381
ZWE,2004,0,6.0111194
ZWE,2005,0,5.9568477
ZWE,2006,0,5.9255719
ZWE,2007,0,5.8948765
ZWE,2008,0,5.7074919
ZWE,2009,0,5.7703857
ZWE,2010,0,5.8572674
