wbcode,year,dem,lgdp_pc
AFG,1970,0,
AFG,1971,0,
AFG,1972,0,
AFG,1973,0,
AFG,1974,0,
AFG,1975,0,
AFG,1976,0,
AFG,1977,0,
AFG,1978,0,
AFG,1979,0,
AFG,1980,0,
AFG,1981,0,
AFG,1982,0,
AFG,1983,0,
AFG,1984,0,
AFG,1985,0,
AFG,1986,0,
AFG,1987,0,
AFG,1988,0,
AFG,1989,0,
AFG,1990,0,
AFG,1991,0,
AFG,1992,0,
AFG,1993,0,
AFG,1994,0,
AFG,1995,0,
AFG,1996,0,
AFG,1997,0,
AFG,1998,0,
AFG,1999,0,
AFG,2000,0,
AFG,2001,0,
AFG,2002,0,
AFG,2003,0,
AFG,2004,0,
AFG,2005,0,
AFG,2006,0,
AFG,2007,0,
AFG,2008,0,
AFG,2009,0,
AFG,2010,0,
AGO,1970,1,
AGO,1971,1,
AGO,1972,1,
AGO,1973,1,
AGO,1974,1,
AGO,1975,0,
AGO,1976,0,
AGO,1977,0,
AGO,1978,0,
AGO,1979,0,
AGO,1980,0,
AGO,1981,0,
AGO,1982,0,
AGO,1983,0,
AGO,1984,0,
AGO,1985,0,6.6505432
AGO,1986,0,6.6421375
AGO,1987,0,6.6835561
AGO,1988,0,6.7046685
AGO,1989,0,6.6763387
AGO,1990,0,6.641932
AGO,1991,0,6.5958352
AGO,1992,0,6.4913678
AGO,1993,0,6.1757646
AGO,1994,0,6.1793451
AGO,1995,0,6.2485585
AGO,1996,0,6.3211036
AGO,1997,0,6.3648868
AGO,1998,0,6.3996067
AGO,1999,0,6.4012537
AGO,2000,0,6.4014163
AGO,2001,0,6.3973594
AGO,2002,0,6.498816
AGO,2003,0,6.4989252
AGO,2004,0,6.5743022
AGO,2005,0,6.7330995
AGO,2006,0,6.8703327
AGO,2007,0,7.0440173
AGO,2008,0,7.1442714
AGO,2009,0,7.1233406
AGO,2010,0,7.1542687
ALB,1970,0,
ALB,1971,0,
ALB,1972,0,
ALB,1973,0,
ALB,1974,0,
ALB,1975,0,
ALB,1976,0,
ALB,1977,0,
ALB,1978,0,
ALB,1979,0,
ALB,1980,0,6.9100046
ALB,1981,0,6.9498992
ALB,1982,0,6.9651527
ALB,1983,0,6.9624786
ALB,1984,0,6.9348431
ALB,1985,0,6.935235
ALB,1986,0,6.9762611
ALB,1987,0,6.9537387
ALB,1988,0,6.9256625
ALB,1989,0,7.0198545
ALB,1990,0,6.9193769
ALB,1991,0,6.5626445
ALB,1992,1,6.49018
ALB,1993,1,6.5894995
ALB,1994,1,6.678082
ALB,1995,1,6.8096957
ALB,1996,0,6.906147
ALB,1997,1,6.8054762
ALB,1998,1,6.9294515
ALB,1999,1,7.0279717
ALB,2000,1,7.0989661
ALB,2001,1,7.1650672
ALB,2002,1,7.196352
ALB,2003,1,7.2523956
ALB,2004,1,7.3096223
ALB,2005,1,7.3626485
ALB,2006,1,7.4084258
ALB,2007,1,7.4621291
ALB,2008,1,7.5330696
ALB,2009,1,7.5634394
ALB,2010,1,7.597302
ARG,1970,0,8.8592348
ARG,1971,0,8.8960295
ARG,1972,0,8.8942661
ARG,1973,1,8.9043789
ARG,1974,1,8.9408884
ARG,1975,1,8.9234982
ARG,1976,0,8.8862276
ARG,1977,0,8.9366207
ARG,1978,0,8.8741503
ARG,1979,0,8.9554796
ARG,1980,0,8.9805546
ARG,1981,0,8.9058056
ARG,1982,0,8.8391933
ARG,1983,1,8.8617821
ARG,1984,1,8.8684797
ARG,1985,1,8.7745953
ARG,1986,1,8.8349953
ARG,1987,1,8.8484621
ARG,1988,1,8.8075504
ARG,1989,1,8.7148495
ARG,1990,1,8.6760311
ARG,1991,1,8.7812958
ARG,1992,1,8.8803148
ARG,1993,1,8.9240818
ARG,1994,1,8.9672241
ARG,1995,1,8.9247637
ARG,1996,1,8.9659462
ARG,1997,1,9.0313015
ARG,1998,1,9.0566454
ARG,1999,1,9.0102549
ARG,2000,1,8.9910555
ARG,2001,1,8.9361525
ARG,2002,1,8.8116159
ARG,2003,1,8.8875456
ARG,2004,1,8.9654121
ARG,2005,1,9.044632
ARG,2006,1,9.1170807
ARG,2007,1,9.1912394
ARG,2008,1,9.2478523
ARG,2009,1,9.2476778
ARG,2010,1,9.3269119
ARM,1970,0,
ARM,1971,0,
ARM,1972,0,
ARM,1973,0,
ARM,1974,0,
ARM,1975,0,
ARM,1976,0,
ARM,1977,0,
ARM,1978,0,
ARM,1979,0,
ARM,1980,0,
ARM,1981,0,
ARM,1982,0,
ARM,1983,0,
ARM,1984,0,
ARM,1985,0,
ARM,1986,0,
ARM,1987,0,
ARM,1988,0,
ARM,1989,0,
ARM,1990,0,6.6762528
ARM,1991,1,6.5646605
ARM,1992,1,6.0363321
ARM,1993,1,5.957356
ARM,1994,1,6.0233693
ARM,1995,1,6.1038513
ARM,1996,0,6.1702714
ARM,1997,0,6.2125621
ARM,1998,1,6.2925591
ARM,1999,1,6.3341017
ARM,2000,1,6.3997622
ARM,2001,1,6.4965839
ARM,2002,1,6.6253023
ARM,2003,1,6.7608438
ARM,2004,1,6.8638873
ARM,2005,1,6.9966469
ARM,2006,1,7.1215763
ARM,2007,1,7.250813
ARM,2008,1,7.3181062
ARM,2009,1,7.1672196
ARM,2010,1,7.1914535
ATG,1970,1,
ATG,1971,1,
ATG,1972,1,
ATG,1973,1,
ATG,1974,1,
ATG,1975,1,
ATG,1976,1,
ATG,1977,1,9.2394371
ATG,1978,1,9.2849331
ATG,1979,1,9.3603153
ATG,1980,1,9.4471922
ATG,1981,1,9.4953861
ATG,1982,1,9.5052719
ATG,1983,1,9.5590372
ATG,1984,1,9.6598768
ATG,1985,1,9.7441559
ATG,1986,1,9.8794956
ATG,1987,1,9.9743052
ATG,1988,1,10.042555
ATG,1989,1,10.114579
ATG,1990,1,10.156309
ATG,1991,1,10.164514
ATG,1992,1,10.161507
ATG,1993,1,10.20309
ATG,1994,1,10.25407
ATG,1995,1,10.201524
ATG,1996,1,10.253881
ATG,1997,1,10.289227
ATG,1998,1,10.319986
ATG,1999,1,10.347253
ATG,2000,1,10.34765
ATG,2001,1,10.357842
ATG,2002,1,10.370002
ATG,2003,1,10.406251
ATG,2004,1,10.46151
ATG,2005,1,10.490911
ATG,2006,1,10.601905
ATG,2007,1,10.690608
ATG,2008,1,10.686166
ATG,2009,1,10.555454
ATG,2010,1,10.498882
AUS,1970,1,9.4571571
AUS,1971,1,9.48458
AUS,1972,1,9.5112972
AUS,1973,1,9.5254946
AUS,1974,1,9.5537806
AUS,1975,1,9.5547171
AUS,1976,1,9.5694036
AUS,1977,1,9.5924664
AUS,1978,1,9.5904541
AUS,1979,1,9.6198301
AUS,1980,1,9.638999
AUS,1981,1,9.6583652
AUS,1982,1,9.6761875
AUS,1983,1,9.6389589
AUS,1984,1,9.6703501
AUS,1985,1,9.706996
AUS,1986,1,9.7360363
AUS,1987,1,9.7460155
AUS,1988,1,9.7880716
AUS,1989,1,9.8119307
AUS,1990,1,9.8324842
AUS,1991,1,9.8193569
AUS,1992,1,9.8132687
AUS,1993,1,9.8428087
AUS,1994,1,9.8713064
AUS,1995,1,9.8996582
AUS,1996,1,9.930027
AUS,1997,1,9.958498
AUS,1998,1,9.9929571
AUS,1999,1,10.033
AUS,2000,1,10.061587
AUS,2001,1,10.070388
AUS,2002,1,10.097115
AUS,2003,1,10.117877
AUS,2004,1,10.147288
AUS,2005,1,10.16527
AUS,2006,1,10.17765
AUS,2007,1,10.183331
AUS,2008,1,10.203616
AUS,2009,1,10.200696
AUS,2010,1,10.206108
AUT,1970,1,9.3047371
AUT,1971,1,9.3553371
AUT,1972,1,9.4162827
AUT,1973,1,9.4647455
AUT,1974,1,9.5041265
AUT,1975,1,9.5012007
AUT,1976,1,9.5466871
AUT,1977,1,9.5962791
AUT,1978,1,9.5955353
AUT,1979,1,9.6493807
AUT,1980,1,9.6677809
AUT,1981,1,9.6658897
AUT,1982,1,9.6847258
AUT,1983,1,9.713378
AUT,1984,1,9.7135372
AUT,1985,1,9.7373562
AUT,1986,1,9.7571583
AUT,1987,1,9.7674417
AUT,1988,1,9.7926464
AUT,1989,1,9.8263073
AUT,1990,1,9.8641071
AUT,1991,1,9.8900757
AUT,1992,1,9.9019537
AUT,1993,1,9.8989134
AUT,1994,1,9.9140701
AUT,1995,1,9.9349642
AUT,1996,1,9.9577379
AUT,1997,1,9.9789724
AUT,1998,1,10.01454
AUT,1999,1,10.047732
AUT,2000,1,10.082168
AUT,2001,1,10.085404
AUT,2002,1,10.096928
AUT,2003,1,10.100305
AUT,2004,1,10.120653
AUT,2005,1,10.139186
AUT,2006,1,10.171949
AUT,2007,1,10.204434
AUT,2008,1,10.21383
AUT,2009,1,10.170965
AUT,2010,1,10.190066
AZE,1970,0,
AZE,1971,0,
AZE,1972,0,
AZE,1973,0,
AZE,1974,0,
AZE,1975,0,
AZE,1976,0,
AZE,1977,0,
AZE,1978,0,
AZE,1979,0,
AZE,1980,0,
AZE,1981,0,
AZE,1982,0,
AZE,1983,0,
AZE,1984,0,
AZE,1985,0,
AZE,1986,0,
AZE,1987,0,
AZE,1988,0,
AZE,1989,0,
AZE,1990,0,7.1092496
AZE,1991,0,7.0900807
AZE,1992,1,6.8219004
AZE,1993,0,6.5473795
AZE,1994,0,6.3162627
AZE,1995,0,6.1791182
AZE,1996,0,6.1845794
AZE,1997,0,6.2335601
AZE,1998,0,6.3215241
AZE,1999,0,6.3856225
AZE,2000,0,6.4836435
AZE,2001,0,6.5669909
AZE,2002,0,6.6568089
AZE,2003,0,6.7521548
AZE,2004,0,6.8385839
AZE,2005,0,7.0622792
AZE,2006,0,7.3456049
AZE,2007,0,7.5562406
AZE,2008,0,7.6460609
AZE,2009,0,7.7224121
AZE,2010,0,7.7588196
BDI,1970,0,4.9063931
BDI,1971,0,4.9018741
BDI,1972,0,4.8047137
BDI,1973,0,4.8409348
BDI,1974,0,4.8037834
BDI,1975,0,4.7813587
BDI,1976,0,4.8289394
BDI,1977,0,4.9091063
BDI,1978,0,4.8713322
BDI,1979,0,4.8592067
BDI,1980,0,4.8399687
BDI,1981,0,4.921731
BDI,1982,0,4.8781123
BDI,1983,0,4.8825006
BDI,1984,0,4.8540306
BDI,1985,0,4.9381227
BDI,1986,0,4.9493213
BDI,1987,0,4.9843383
BDI,1988,0,5.0164433
BDI,1989,0,5.013617
BDI,1990,0,5.0320201
BDI,1991,0,5.0696092
BDI,1992,0,5.068665
BDI,1993,0,4.9936395
BDI,1994,0,4.9447112
BDI,1995,0,4.8532481
BDI,1996,0,4.7621541
BDI,1997,0,4.7392921
BDI,1998,0,4.7794833
BDI,1999,0,4.7633224
BDI,2000,0,4.7485666
BDI,2001,0,4.7424912
BDI,2002,0,4.7603498
BDI,2003,1,4.7230082
BDI,2004,1,4.745698
BDI,2005,1,4.7306881
BDI,2006,1,4.7408876
BDI,2007,1,4.7382092
BDI,2008,1,4.746573
BDI,2009,1,4.7485585
BDI,2010,1,4.758193
BEL,1970,1,9.3479662
BEL,1971,1,9.3855047
BEL,1972,1,9.4355621
BEL,1973,1,9.4958849
BEL,1974,1,9.5389872
BEL,1975,1,9.5175953
BEL,1976,1,9.5710487
BEL,1977,1,9.5757599
BEL,1978,1,9.602253
BEL,1979,1,9.623867
BEL,1980,1,9.665823
BEL,1981,1,9.6619482
BEL,1982,1,9.6668053
BEL,1983,1,9.6688433
BEL,1984,1,9.6921339
BEL,1985,1,9.7074442
BEL,1986,1,9.723937
BEL,1987,1,9.7451744
BEL,1988,1,9.7897606
BEL,1989,1,9.8223009
BEL,1990,1,9.8516321
BEL,1991,1,9.8671818
BEL,1992,1,9.8797636
BEL,1993,1,9.8674965
BEL,1994,1,9.8966618
BEL,1995,1,9.9176416
BEL,1996,1,9.9285088
BEL,1997,1,9.9619131
BEL,1998,1,9.9777632
BEL,1999,1,10.009305
BEL,2000,1,10.04211
BEL,2001,1,10.045298
BEL,2002,1,10.05397
BEL,2003,1,10.057196
BEL,2004,1,10.084579
BEL,2005,1,10.096982
BEL,2006,1,10.116926
BEL,2007,1,10.138841
BEL,2008,1,10.141735
BEL,2009,1,10.106332
BEL,2010,1,10.122155
BEN,1970,0,5.6491818
BEN,1971,0,5.6041884
BEN,1972,0,5.637289
BEN,1973,0,5.6452289
BEN,1974,0,5.6503887
BEN,1975,0,5.5732875
BEN,1976,0,5.5559511
BEN,1977,0,5.5791721
BEN,1978,0,5.5669141
BEN,1979,0,5.6061249
BEN,1980,0,5.6482434
BEN,1981,0,5.713912
BEN,1982,0,5.7076936
BEN,1983,0,5.6358876
BEN,1984,0,5.6859055
BEN,1985,0,5.7333126
BEN,1986,0,5.7253046
BEN,1987,0,5.681951
BEN,1988,0,5.6882939
BEN,1989,0,5.6331134
BEN,1990,0,5.6392841
BEN,1991,1,5.6530204
BEN,1992,1,5.6610222
BEN,1993,1,5.6652484
BEN,1994,1,5.6785107
BEN,1995,1,5.6947389
BEN,1996,1,5.7191062
BEN,1997,1,5.7498989
BEN,1998,1,5.7661948
BEN,1999,1,5.7847753
BEN,2000,1,5.8146186
BEN,2001,1,5.8324208
BEN,2002,1,5.8464179
BEN,2003,1,5.8555322
BEN,2004,1,5.8577027
BEN,2005,1,5.8586454
BEN,2006,1,5.8682966
BEN,2007,1,5.8835788
BEN,2008,1,5.9044003
BEN,2009,1,5.9134808
BEN,2010,1,5.9154658
BFA,1970,0,4.9721169
BFA,1971,0,4.9543719
BFA,1972,0,4.9462409
BFA,1973,0,4.9204903
BFA,1974,0,4.9705725
BFA,1975,0,4.9712753
BFA,1976,0,5.0249619
BFA,1977,1,5.0010977
BFA,1978,1,5.0194135
BFA,1979,1,5.0297189
BFA,1980,0,5.0131383
BFA,1981,0,5.0243874
BFA,1982,0,5.0866895
BFA,1983,0,5.0622644
BFA,1984,0,5.0172601
BFA,1985,0,5.0725379
BFA,1986,0,5.120626
BFA,1987,0,5.0904713
BFA,1988,0,5.1196718
BFA,1989,0,5.1144648
BFA,1990,0,5.0825906
BFA,1991,0,5.1426082
BFA,1992,0,5.1187887
BFA,1993,0,5.1273408
BFA,1994,0,5.1156201
BFA,1995,0,5.1471195
BFA,1996,0,5.2223639
BFA,1997,0,5.2553096
BFA,1998,0,5.2983837
BFA,1999,0,5.3431106
BFA,2000,0,5.3353953
BFA,2001,0,5.3668275
BFA,2002,0,5.3808379
BFA,2003,0,5.4273539
BFA,2004,0,5.4429302
BFA,2005,0,5.4759245
BFA,2006,0,5.4985633
BFA,2007,0,5.5041089
BFA,2008,0,5.5240207
BFA,2009,0,5.5301886
BFA,2010,0,5.5908561
BGD,1970,1,5.658637
BGD,1971,1,5.580934
BGD,1972,1,5.4117103
BGD,1973,1,5.4270797
BGD,1974,0,5.5008883
BGD,1975,0,5.4396257
BGD,1976,0,5.4729967
BGD,1977,0,5.4760017
BGD,1978,0,5.5200663
BGD,1979,0,5.5428438
BGD,1980,0,5.5277486
BGD,1981,0,5.5362654
BGD,1982,0,5.5319867
BGD,1983,0,5.5444999
BGD,1984,0,5.5688448
BGD,1985,0,5.5749645
BGD,1986,0,5.5931864
BGD,1987,0,5.6069846
BGD,1988,0,5.6060386
BGD,1989,0,5.6100507
BGD,1990,0,5.6465187
BGD,1991,1,5.6596646
BGD,1992,1,5.6895742
BGD,1993,1,5.715538
BGD,1994,1,5.7373505
BGD,1995,1,5.7677665
BGD,1996,1,5.7947068
BGD,1997,1,5.8294859
BGD,1998,1,5.8631859
BGD,1999,1,5.8937855
BGD,2000,1,5.9348044
BGD,2001,1,5.9691596
BGD,2002,1,5.9955206
BGD,2003,1,6.0301352
BGD,2004,1,6.0746393
BGD,2005,1,6.1165028
BGD,2006,1,6.1709929
BGD,2007,0,6.2237444
BGD,2008,0,6.2742805
BGD,2009,1,6.3204169
BGD,2010,1,6.3693838
BGR,1970,0,
BGR,1971,0,
BGR,1972,0,
BGR,1973,0,
BGR,1974,0,
BGR,1975,0,
BGR,1976,0,
BGR,1977,0,
BGR,1978,0,
BGR,1979,0,
BGR,1980,0,7.1696477
BGR,1981,0,7.2187829
BGR,1982,0,7.2431569
BGR,1983,0,7.2781839
BGR,1984,0,7.3128848
BGR,1985,0,7.3406682
BGR,1986,0,7.3851457
BGR,1987,0,7.4472017
BGR,1988,0,7.5543475
BGR,1989,0,7.5241899
BGR,1990,0,7.4318943
BGR,1991,1,7.3502927
BGR,1992,1,7.281466
BGR,1993,1,7.2732739
BGR,1994,1,7.298058
BGR,1995,1,7.3330727
BGR,1996,1,7.2474518
BGR,1997,1,7.2399631
BGR,1998,1,7.2966185
BGR,1999,1,7.3253417
BGR,2000,1,7.3903813
BGR,2001,1,7.4380836
BGR,2002,1,7.490613
BGR,2003,1,7.5513315
BGR,2004,1,7.6238127
BGR,2005,1,7.6926861
BGR,2006,1,7.7620564
BGR,2007,1,7.8148851
BGR,2008,1,7.8786583
BGR,2009,1,7.8265905
BGR,2010,1,7.8347187
BHR,1970,1,
BHR,1971,0,
BHR,1972,0,
BHR,1973,0,
BHR,1974,0,
BHR,1975,0,
BHR,1976,0,
BHR,1977,0,
BHR,1978,0,
BHR,1979,0,
BHR,1980,0,10.125157
BHR,1981,0,10.025736
BHR,1982,0,9.9043531
BHR,1983,0,9.9251442
BHR,1984,0,9.9345455
BHR,1985,0,9.847827
BHR,1986,0,9.8158674
BHR,1987,0,9.8730354
BHR,1988,0,9.9005766
BHR,1989,0,9.8653955
BHR,1990,0,9.87115
BHR,1991,0,9.933794
BHR,1992,0,9.9569216
BHR,1993,0,10.03839
BHR,1994,0,9.9981947
BHR,1995,0,10.001042
BHR,1996,0,10.003013
BHR,1997,0,9.9959269
BHR,1998,0,10.009861
BHR,1999,0,10.028615
BHR,2000,0,10.068472
BHR,2001,0,10.094246
BHR,2002,0,10.138199
BHR,2003,0,10.200117
BHR,2004,0,10.23023
BHR,2005,0,10.255675
BHR,2006,0,10.221174
BHR,2007,0,10.192887
BHR,2008,0,10.149123
BHR,2009,0,
BHR,2010,0,
BHS,1970,1,9.9520855
BHS,1971,1,9.9436245
BHS,1972,1,9.8840208
BHS,1973,1,9.9335346
BHS,1974,1,9.7272787
BHS,1975,1,9.5446968
BHS,1976,1,9.5733728
BHS,1977,1,9.6395645
BHS,1978,1,9.7512112
BHS,1979,1,9.9629135
BHS,1980,1,10.005746
BHS,1981,1,9.8895063
BHS,1982,1,9.9352751
BHS,1983,1,9.9519053
BHS,1984,1,10.066071
BHS,1985,1,10.095196
BHS,1986,1,10.093336
BHS,1987,1,10.103455
BHS,1988,1,10.107364
BHS,1989,1,10.153916
BHS,1990,1,10.119645
BHS,1991,1,10.059746
BHS,1992,1,10.003988
BHS,1993,1,9.9905577
BHS,1994,1,10.005038
BHS,1995,1,10.031239
BHS,1996,1,10.057346
BHS,1997,1,10.062369
BHS,1998,1,10.093622
BHS,1999,1,10.149263
BHS,2000,1,10.178596
BHS,2001,1,10.197001
BHS,2002,1,10.217944
BHS,2003,1,10.20051
BHS,2004,1,10.204657
BHS,2005,1,10.232805
BHS,2006,1,10.250545
BHS,2007,1,10.257207
BHS,2008,1,10.235683
BHS,2009,1,10.172398
BHS,2010,1,10.173496
BIH,1970,0,
BIH,1971,0,
BIH,1972,0,
BIH,1973,0,
BIH,1974,0,
BIH,1975,0,
BIH,1976,0,
BIH,1977,0,
BIH,1978,0,
BIH,1979,0,
BIH,1980,0,
BIH,1981,0,
BIH,1982,0,
BIH,1983,0,
BIH,1984,0,
BIH,1985,0,
BIH,1986,0,
BIH,1987,0,
BIH,1988,0,
BIH,1989,0,
BIH,1990,0,
BIH,1991,0,
BIH,1992,0,
BIH,1993,0,
BIH,1994,0,5.9901996
BIH,1995,0,6.226769
BIH,1996,0,6.8314795
BIH,1997,0,7.0795426
BIH,1998,0,7.1692433
BIH,1999,0,7.2085152
BIH,2000,0,7.2189889
BIH,2001,0,7.2533822
BIH,2002,0,7.3042092
BIH,2003,0,7.3482265
BIH,2004,0,7.41431
BIH,2005,0,7.4694443
BIH,2006,0,7.5446372
BIH,2007,0,7.6260052
BIH,2008,0,7.6941547
BIH,2009,0,7.680274
BIH,2010,0,7.7043085
BLR,1970,0,
BLR,1971,0,
BLR,1972,0,
BLR,1973,0,
BLR,1974,0,
BLR,1975,0,
BLR,1976,0,
BLR,1977,0,
BLR,1978,0,
BLR,1979,0,
BLR,1980,0,
BLR,1981,0,
BLR,1982,0,
BLR,1983,0,
BLR,1984,0,
BLR,1985,0,
BLR,1986,0,
BLR,1987,0,
BLR,1988,0,
BLR,1989,0,
BLR,1990,0,7.2253208
BLR,1991,1,7.2126007
BLR,1992,1,7.1110277
BLR,1993,1,7.0313382
BLR,1994,1,6.9062629
BLR,1995,0,6.7958016
BLR,1996,0,6.8273358
BLR,1997,0,6.9392276
BLR,1998,0,7.0238347
BLR,1999,0,7.061235
BLR,2000,0,7.1215959
BLR,2001,0,7.1697907
BLR,2002,0,7.2235069
BLR,2003,0,7.2961583
BLR,2004,0,7.4091167
BLR,2005,0,7.5038414
BLR,2006,0,7.6015291
BLR,2007,0,7.6871319
BLR,2008,0,7.7958403
BLR,2009,0,7.8093638
BLR,2010,0,7.8868818
BLZ,1970,1,7.4444432
BLZ,1971,1,7.4639368
BLZ,1972,1,7.5423775
BLZ,1973,1,7.5747633
BLZ,1974,1,7.679286
BLZ,1975,1,7.6881328
BLZ,1976,1,7.6577411
BLZ,1977,1,7.687201
BLZ,1978,1,7.728951
BLZ,1979,1,7.76929
BLZ,1980,1,7.8826942
BLZ,1981,1,7.8662729
BLZ,1982,1,7.8380179
BLZ,1983,1,7.7996464
BLZ,1984,1,7.7918973
BLZ,1985,1,7.7810984
BLZ,1986,1,7.8046288
BLZ,1987,1,7.8873096
BLZ,1988,1,7.953382
BLZ,1989,1,8.0597477
BLZ,1990,1,8.1296368
BLZ,1991,1,8.2016964
BLZ,1992,1,8.286355
BLZ,1993,1,8.3146143
BLZ,1994,1,8.2883568
BLZ,1995,1,8.2759352
BLZ,1996,1,8.2647543
BLZ,1997,1,8.2694569
BLZ,1998,1,8.2780704
BLZ,1999,1,8.3509951
BLZ,2000,1,8.451932
BLZ,2001,1,8.4694614
BLZ,2002,1,8.4859877
BLZ,2003,1,8.5397129
BLZ,2004,1,8.5493269
BLZ,2005,1,8.5446014
BLZ,2006,1,8.5551882
BLZ,2007,1,8.5336618
BLZ,2008,1,8.5340662
BLZ,2009,1,8.4993744
BLZ,2010,1,8.4916534
BOL,1970,0,6.8283181
BOL,1971,0,6.8480067
BOL,1972,0,6.8955727
BOL,1973,0,6.9230156
BOL,1974,0,6.9245176
BOL,1975,0,6.9685979
BOL,1976,0,6.9881668
BOL,1977,0,7.012001
BOL,1978,0,7.0085182
BOL,1979,0,6.9869475
BOL,1980,0,6.9511013
BOL,1981,0,6.9312592
BOL,1982,1,6.8692756
BOL,1983,1,6.8066826
BOL,1984,1,6.7834177
BOL,1985,1,6.7450671
BOL,1986,1,6.6954484
BOL,1987,1,6.6961627
BOL,1988,1,6.7012067
BOL,1989,1,6.7148719
BOL,1990,1,6.7368493
BOL,1991,1,6.7641335
BOL,1992,1,6.7566757
BOL,1993,1,6.7751298
BOL,1994,1,6.7980471
BOL,1995,1,6.8218565
BOL,1996,1,6.8433599
BOL,1997,1,6.8713121
BOL,1998,1,6.9006147
BOL,1999,1,6.8855419
BOL,2000,1,6.8912854
BOL,2001,1,6.8885169
BOL,2002,1,6.8939309
BOL,2003,1,6.9019995
BOL,2004,1,6.9248228
BOL,2005,1,6.9507413
BOL,2006,1,6.9797873
BOL,2007,1,7.007277
BOL,2008,1,7.0503173
BOL,2009,1,7.0670257
BOL,2010,1,7.091413
BRA,1970,0,7.6283073
BRA,1971,0,7.7079659
BRA,1972,0,7.795198
BRA,1973,0,7.9002008
BRA,1974,0,7.9615951
BRA,1975,0,7.9878225
BRA,1976,0,8.0572596
BRA,1977,0,8.0788784
BRA,1978,0,8.0877705
BRA,1979,0,8.1307783
BRA,1980,0,8.1959209
BRA,1981,0,8.1278563
BRA,1982,0,8.1109486
BRA,1983,0,8.054019
BRA,1984,0,8.0836172
BRA,1985,1,8.1388187
BRA,1986,1,8.1958141
BRA,1987,1,8.2117462
BRA,1988,1,8.19168
BRA,1989,1,8.2052622
BRA,1990,1,8.1429462
BRA,1991,1,8.141346
BRA,1992,1,8.1203318
BRA,1993,1,8.1498728
BRA,1994,1,8.1860781
BRA,1995,1,8.2138376
BRA,1996,1,8.2205305
BRA,1997,1,8.2394133
BRA,1998,1,8.22579
BRA,1999,1,8.2146473
BRA,2000,1,8.2435579
BRA,2001,1,8.2452593
BRA,2002,1,8.2604837
BRA,2003,1,8.2611475
BRA,2004,1,8.3061094
BRA,2005,1,8.3267488
BRA,2006,1,8.3566847
BRA,2007,1,8.4070406
BRA,2008,1,8.4486637
BRA,2009,1,8.4334869
BRA,2010,1,8.4970036
BRB,1970,1,9.9066648
BRB,1971,1,9.9412289
BRB,1972,1,9.9499025
BRB,1973,1,9.9594021
BRB,1974,1,9.9085474
BRB,1975,1,9.9454346
BRB,1976,1,9.9432535
BRB,1977,1,9.985548
BRB,1978,1,10.044725
BRB,1979,1,10.117606
BRB,1980,1,10.161634
BRB,1981,1,10.12037
BRB,1982,1,10.05919
BRB,1983,1,10.050517
BRB,1984,1,10.073125
BRB,1985,1,10.068249
BRB,1986,1,10.151648
BRB,1987,1,10.155525
BRB,1988,1,10.210276
BRB,1989,1,10.253856
BRB,1990,1,10.199212
BRB,1991,1,10.164338
BRB,1992,1,10.10821
BRB,1993,1,10.113168
BRB,1994,1,10.147346
BRB,1995,1,10.157348
BRB,1996,1,10.171841
BRB,1997,1,10.230144
BRB,1998,1,10.266772
BRB,1999,1,10.288718
BRB,2000,1,10.30798
BRB,2001,1,10.248916
BRB,2002,1,10.205693
BRB,2003,1,10.218634
BRB,2004,1,10.248185
BRB,2005,1,10.273265
BRB,2006,1,10.300466
BRB,2007,1,10.299194
BRB,2008,1,10.295155
BRB,2009,1,10.234844
BRB,2010,1,
BRN,1970,1,
BRN,1971,1,
BRN,1972,1,
BRN,1973,1,
BRN,1974,1,10.16774
BRN,1975,1,10.133272
BRN,1976,1,10.280411
BRN,1977,1,10.348924
BRN,1978,1,10.380718
BRN,1979,1,10.551654
BRN,1980,1,10.447788
BRN,1981,1,10.191664
BRN,1982,1,10.196689
BRN,1983,1,10.169178
BRN,1984,0,10.143796
BRN,1985,0,10.098478
BRN,1986,0,10.036889
BRN,1987,0,10.023912
BRN,1988,0,10.003051
BRN,1989,0,9.961504
BRN,1990,0,9.942523
BRN,1991,0,9.9452715
BRN,1992,0,9.9642677
BRN,1993,0,9.9404144
BRN,1994,0,9.9449329
BRN,1995,0,9.9626245
BRN,1996,0,9.9663429
BRN,1997,0,9.9271173
BRN,1998,0,9.8973122
BRN,1999,0,9.9033279
BRN,2000,0,9.9075127
BRN,2001,0,9.9117947
BRN,2002,0,9.9271059
BRN,2003,0,9.9333086
BRN,2004,0,9.9163513
BRN,2005,0,9.8988008
BRN,2006,0,9.922987
BRN,2007,0,9.906148
BRN,2008,0,9.8686199
BRN,2009,0,9.83319
BRN,2010,0,
BTN,1970,0,
BTN,1971,0,
BTN,1972,0,
BTN,1973,0,
BTN,1974,0,
BTN,1975,0,
BTN,1976,0,
BTN,1977,0,
BTN,1978,0,
BTN,1979,0,
BTN,1980,0,
BTN,1981,0,5.6096954
BTN,1982,0,5.6562262
BTN,1983,0,5.6958113
BTN,1984,0,5.7389522
BTN,1985,0,5.7521944
BTN,1986,0,5.7979994
BTN,1987,0,5.9524341
BTN,1988,0,6.0643406
BTN,1989,0,6.097528
BTN,1990,0,6.1595454
BTN,1991,0,6.2190948
BTN,1992,0,6.2527699
BTN,1993,0,6.2981138
BTN,1994,0,6.3465142
